PC1,PC2,PC3,PC4,PC5,PC6
1.041190879681947,-1.7143926567199923,0.3417110392012061,0.14310103441269817,0.14237945589865664,0.2762998489529357
-2.8201356386032126,-0.43715916810496414,-1.1624786742206907,-0.6874907811416971,-0.20574183874991764,0.6346801952483461
1.046324689818372,-1.0752956367926687,1.1851623808681213,-0.8013790403467485,-0.009905220035391127,0.04137185051647696
-2.774484148069859,0.3213837892757974,-1.6238019905425025,-1.0665679622650388,0.75988151204639,-0.08829555267970945
2.068309877394758,0.7300370422678076,-1.750215955560071,-0.3804413161344284,0.31660782490504974,-0.864609654091248
1.0781324652475281,0.05322854905177145,1.6954787728456109,0.7546640882425787,-0.2856929161435173,0.37498275694875477
-2.090185127937883,1.1353590818926282,1.1156408776548812,0.9277275608640866,0.8614256991864973,-0.04248681789809913
-2.0465574582761894,0.30568437232581863,-1.6165345376406568,-0.8452774523104467,1.2648951270582287,0.1476296462866103
-3.4582696431668443,-1.7311830436432387,-0.3291291376237855,-0.5634178103375019,-0.02914267288432492,-0.2852342065271612
2.617633708847912,0.8708139963670236,0.7757438382102222,-0.8486518088965997,0.014115661093919271,-0.9113841820870539
-2.462349824119132,1.2626523096971134,0.42011288255482276,-0.904673064413613,-0.4888526865850796,0.4556362084516818
1.0222786418649852,-2.2544836686423846,-0.5685001620695884,-0.758135745555314,0.3241696618341634,0.04006102455249522
-3.1063923724921563,-0.18657846621831314,0.4765136311970019,-0.5474401271811475,-1.323668494053819,0.8287883168933838
1.6865634007501664,0.6007050280551567,1.5068297128518329,-0.21421232056889755,0.3482997676574678,0.12787169563191203
0.45267130103659553,-1.6908872658065235,0.11220209002160939,0.8581451599564661,-0.5280263545846022,-0.04299294384268082
1.9421443620887473,-0.6322173081049631,0.633704276079875,-0.6391057804826225,-0.25117534244593087,0.9604239774730086
-1.8609543677895004,0.3904388047244047,-0.5678566414602553,0.2037626114098362,0.0599432189895598,-0.35349914017903955
2.0811972051392726,0.7063688581934009,0.1896376057033976,-0.2321761417604109,0.4324032970928857,-0.1131012733931909
2.3376540095012786,-0.9115926300386669,0.7281579272568397,0.3400565710965718,0.3619315480940188,0.24285196566545642
1.2282504753536685,-2.0354253550329573,0.8729962433829593,0.3876215325251808,-0.632342483124521,0.37600581980057723
1.3070914061687036,-1.254906041312565,-1.0903385638144174,-0.008235948796893017,0.10468237935409076,0.447340126367322
1.63801455070595,-1.1236524339783576,-1.3474191839516507,-0.7864954859490731,0.0778718505072881,0.5994709824977431
-2.941176007004612,0.2533971400004658,-0.7388202549946048,0.650641868523858,1.112141987133376,-0.25239152514696445
2.596981365167177,1.2723093466972,-1.4869968919911716,-0.303646521892654,0.45580290324250944,0.5648474590408981
0.774568868438284,-2.0890843790591584,0.2432031598293481,1.1416093342245521,-0.9935839361123155,-0.29807033283882217
3.0031767217718133,1.4063030974382427,-1.5209418246074387,0.835351806439422,-0.4560756656390431,-0.0262339284014826
2.251385120608229,-1.8507307173359826,-0.6884423429478135,-0.23776114671353965,-0.9377415095346966,0.43939899149210804
-3.374732462254477,-1.1237318230862892,-0.2898562088756125,0.17543007779487257,-0.27841932647537065,0.10790247716624152
1.0537529739152116,0.05342010533170997,0.8212723834541429,0.5598435242434194,-0.05601159474064148,-0.6231850557363943
-2.5971128932471244,-0.028803491152426898,-0.858400504787868,0.9484050626255597,-0.1748845100013605,-0.6519612106673793
1.519513700417023,0.1589296751229624,0.15387598872777097,-0.2129148376040469,0.012730480000088246,-0.08031837455645796
-3.971387267836488,0.9425081988532028,1.3917457324303588,0.4675333665487903,-0.36713092980895384,0.5006739738764849
-3.3218446868671276,-0.07096814048962423,-1.2741017196918056,0.7621910556254703,-0.02373638548030995,0.8107330855696657
-2.8056807332203473,0.24993539629928185,1.6072222916093792,-0.6517547152726919,-0.6480525850430319,-0.023017709246715423
3.004804027749699,0.941864571360893,-0.9476349078165114,-0.6881039686094801,-0.7035664168197904,0.15387650541613818
0.4996454129843215,-0.9021715174178899,2.000570795222258,0.7578167534921444,0.036829486708078854,0.8873177802343568
3.143482202562423,1.209562738757849,-1.248672642890089,0.0696145920647481,-0.4768873669448923,0.2986211293086401
2.11035854821895,0.5526995061382104,-0.18855664576014103,-0.16069815113697472,0.17778459210609068,-0.1374233945746804
-3.5298664783906313,0.5688578604272702,0.43119238473330784,-0.9819618111160962,-1.4539774293667447,-0.14271316005249857
-3.8168956930840343,-1.2262108636271416,0.38018185355637424,0.22327126587459056,-0.7808355950349049,0.2677239289206099
-2.492138301507086,0.8917627010763833,0.33917630653960973,0.0018555427696905942,0.258655929919683,0.6245022632254018
1.8057514136022235,-0.6982210782388996,0.8621419424595455,-0.624410072961419,-0.3308581610776617,0.2532972594360039
1.4344649786384167,-0.196488076976863,0.05103839793840692,0.6573192389770586,-0.15331503502931085,-1.0464284375917803
1.4140205837736457,0.23602526731265577,1.4062107578304948,-0.16638288768001797,-0.3154523117806344,-0.8771876423006018
1.6821905534598658,0.06693424962583648,-0.23430175057703773,0.7563384394438913,-0.16622101875142126,0.5986523845456431
1.7212222562275987,-1.4988861835431881,-0.38579159365615207,0.19852156915148156,0.03111786226049694,-0.479641713559483
-3.1541274122005243,-1.7095503033982815,-0.3220891770084442,-0.4895947598542511,-0.01893355298690986,0.3892924526688597
-2.441898510703905,1.52849640254885,-0.1023656905659916,-0.2438463921564677,0.29525806059016524,-0.9012525945993346
2.5597544842567643,0.5809156085287239,1.2973687243842373,-0.6595580290110828,-0.5735474818216193,-0.8019292049884528
-2.2238878298920897,-0.4006252581556174,-1.3902279523695054,-0.5847235764960871,-0.498281824295755,-0.45048468877620146
1.4609147412520311,-0.6036978103716759,-0.6610896319842856,0.7090088649115432,0.3011870798906378,-0.3435713465738714
-2.437405207397158,0.9517454277495612,0.5281589047809129,0.015274731521209221,0.06995181843806836,0.40935401286774026
1.8931564951779674,-0.2598693256959046,-0.9935464366923873,-0.06300822179803242,0.23235177267045065,-0.34794703205295213
-2.4131267966926644,0.7774994213603966,-0.2787505246782521,0.009669776583373077,-0.03322088222523941,-0.38657541206026097
2.1238651507428328,-0.7236444595008086,-1.4859398866451428,0.06700091425863351,-0.08250777909840736,-0.03900662247910922
2.217353676752957,-0.9972213525011026,-1.383682426084584,0.2273809787711225,-0.055318485996746616,0.7926473712619015
2.188181780125627,0.11464739579307086,1.6730469852562477,0.08560626131348559,0.2643313575714571,-0.1432926850676874
2.121044301332501,0.5338655304817355,0.8890998761807412,-0.8699370782236676,-0.08712812186094458,0.338437961107788
1.8796554824867258,-1.0635552863208093,-0.7346956263156347,-0.7396745678227938,0.14484445466125662,0.29975456290064517
0.9142158647098874,-1.462441902419712,0.24019728118754102,-0.7167322956578688,-1.1090464640439386,-0.3814022219569582
-3.6966825543616144,1.894057982588327,0.8580182624145477,0.15146027272617307,0.07335457227146698,-0.28712875567508295
-3.1122726210688074,0.06027880238116891,0.16969258275868696,0.04613649835603473,-0.28596666719745156,-0.27146921742463
-2.5266306652750603,0.8452574916364082,0.7705727794293248,-0.12436211776332184,0.7078927589035575,-0.05371572115626167
2.621761563159713,0.6622462334509667,-1.301590602413727,-0.22398395277088795,0.997008647381098,-0.6804182330512942
0.9066604070855335,-2.3571213235574024,-0.7327034840807503,0.20951881474920037,-0.11100754544241516,0.5308580470238471
1.9335243001488924,0.05974926656962842,1.2491986164671038,0.030170398190161728,-0.07025347221816779,-0.46848013787940407
3.1151537122610193,2.9267201885906506,-0.3005857592942226,0.5909951373710446,-0.8191211195800108,-0.10375618367529028
2.9599147193901865,0.0806002647251399,1.244394959395973,-0.5072316185765746,0.12850256465511395,-0.19000333945906878
